,loss,decoder_Conv_layer_loss,forecaster_Conv_layer_loss,val_loss,val_decoder_Conv_layer_loss,val_forecaster_Conv_layer_loss
0,11.372225761413574,0.5359682440757751,0.5536161065101624,8.516311645507812,0.5969493985176086,0.6192828416824341
1,6.416339874267578,0.5230451226234436,0.5336942672729492,4.9747395515441895,0.5782074928283691,0.6137823462486267
2,3.931403398513794,0.520405113697052,0.5357545018196106,3.346986770629883,0.5661027431488037,0.6095271110534668
3,2.838160276412964,0.5185747742652893,0.5290237069129944,2.6644704341888428,0.5545907020568848,0.6108560562133789
4,2.361527919769287,0.5179501175880432,0.5325996279716492,2.2836952209472656,0.5439155101776123,0.6021203994750977
5,2.0440523624420166,0.5171971917152405,0.5301281213760376,2.0022501945495605,0.5391420125961304,0.5989486575126648
6,1.8062363862991333,0.5174860954284668,0.5324381589889526,1.8109527826309204,0.5336538553237915,0.6204224824905396
7,1.6202574968338013,0.517037570476532,0.5307688117027283,1.6197401285171509,0.5288208723068237,0.5970048904418945
8,1.4793609380722046,0.5161123871803284,0.5317836999893188,1.4849189519882202,0.5199092030525208,0.5926685333251953
9,1.3689868450164795,0.5156124830245972,0.5323305726051331,1.397294044494629,0.5178993940353394,0.6038368940353394
10,1.2854732275009155,0.5157789587974548,0.5338239073753357,1.3094961643218994,0.5122926831245422,0.5974081754684448
11,1.220826506614685,0.5159035921096802,0.5353460907936096,1.2574740648269653,0.5096601843833923,0.6053869128227234
12,1.17520272731781,0.5160247683525085,0.53924161195755,1.2050285339355469,0.5109943151473999,0.5947861671447754
13,1.136544942855835,0.5157784819602966,0.5385163426399231,1.1611210107803345,0.5078868269920349,0.587209939956665
14,1.1036968231201172,0.5150777697563171,0.5343016386032104,1.1380066871643066,0.5050223469734192,0.5888736844062805
15,1.0896646976470947,0.5153102874755859,0.5369681715965271,1.1561006307601929,0.5034885406494141,0.619488537311554
16,1.0774211883544922,0.515497624874115,0.5355912446975708,1.114320158958435,0.5042744278907776,0.5880841016769409
17,1.0730171203613281,0.5151913166046143,0.5378062129020691,1.133397102355957,0.5056889653205872,0.6077497601509094
18,1.069463849067688,0.5147655010223389,0.537417471408844,1.089795708656311,0.48823681473731995,0.5838797688484192
19,1.0695912837982178,0.5152451992034912,0.5376827716827393,1.095404863357544,0.4975571930408478,0.584306538105011
20,1.065307378768921,0.5149676203727722,0.5366743803024292,1.0812771320343018,0.48833566904067993,0.580000102519989
21,1.0647859573364258,0.5145588517189026,0.5370519757270813,1.0854980945587158,0.48753583431243896,0.5852664113044739
22,1.0642818212509155,0.514651894569397,0.5369600057601929,1.0748934745788574,0.491489976644516,0.5701960921287537
23,1.0639804601669312,0.514778733253479,0.537075400352478,1.0685887336730957,0.4825528860092163,0.5744481682777405
24,1.0638386011123657,0.5149670839309692,0.5367139577865601,1.0747789144515991,0.4765499532222748,0.5852364301681519
25,1.0636303424835205,0.514674961566925,0.5367058515548706,1.061201572418213,0.4806538224220276,0.5688836574554443
26,1.0629898309707642,0.5144136548042297,0.5364896655082703,1.0689020156860352,0.47803181409835815,0.5796266794204712
27,1.061890721321106,0.5148658752441406,0.5354403257369995,1.0498405694961548,0.46776509284973145,0.5703036189079285
28,1.0603488683700562,0.5145394206047058,0.5345956683158875,1.0551152229309082,0.472303181886673,0.5714788436889648
29,1.0613478422164917,0.5140993595123291,0.5355090498924255,1.048277497291565,0.46714144945144653,0.5690674185752869
30,1.061193823814392,0.514143705368042,0.5356571674346924,1.0311187505722046,0.462776243686676,0.5553302764892578
31,1.0635707378387451,0.5142855644226074,0.5365423560142517,1.0520155429840088,0.47416672110557556,0.566152811050415
32,1.063283920288086,0.5143924355506897,0.5370038151741028,1.028135061264038,0.4583178460597992,0.5572956204414368
33,1.0624760389328003,0.5142337083816528,0.5361021757125854,1.0215775966644287,0.4663180410861969,0.5434930920600891
34,1.0608294010162354,0.5140286684036255,0.5352433323860168,1.0298292636871338,0.4644685983657837,0.5536147356033325
35,1.0600700378417969,0.5137726068496704,0.5350244045257568,1.0193558931350708,0.4640040099620819,0.5444511771202087
36,1.0605429410934448,0.5139092206954956,0.5352004766464233,1.014448881149292,0.45568978786468506,0.5467175245285034
37,1.06028413772583,0.5139178037643433,0.5349538922309875,1.0215984582901,0.46741095185279846,0.5427854657173157
38,1.0600985288619995,0.5139204263687134,0.5348544120788574,1.032495141029358,0.4643431603908539,0.5569551587104797
