,loss,decoder_Conv_layer_loss,forecaster_Conv_layer_loss,val_loss,val_decoder_Conv_layer_loss,val_forecaster_Conv_layer_loss
0,12.657349586486816,0.5502281188964844,0.6645618677139282,9.914080619812012,0.3725259304046631,0.471883624792099
1,8.187196731567383,0.44137415289878845,0.48210689425468445,6.377897262573242,0.33583176136016846,0.3469822406768799
2,5.519873142242432,0.43093815445899963,0.4599222242832184,4.3752970695495605,0.3253471255302429,0.3223205506801605
3,4.018551826477051,0.4290205240249634,0.4585581421852112,3.2648122310638428,0.32186898589134216,0.3194614350795746
4,3.1488418579101562,0.4285353124141693,0.45273321866989136,2.573509931564331,0.32304647564888,0.3011784851551056
5,2.5898756980895996,0.426756888628006,0.4563702940940857,2.102017879486084,0.3223147690296173,0.3005245327949524
6,2.1751441955566406,0.42679697275161743,0.45314738154411316,1.7640436887741089,0.32137081027030945,0.32063910365104675
7,1.8637689352035522,0.4272584021091461,0.45721811056137085,1.477969765663147,0.3270728886127472,0.3027212619781494
8,1.6192355155944824,0.42712461948394775,0.4524248242378235,1.253466010093689,0.32123300433158875,0.2956336438655853
9,1.4282466173171997,0.4257352650165558,0.4482463598251343,1.0890945196151733,0.32061758637428284,0.2921373248100281
10,1.2936224937438965,0.4256996810436249,0.45266127586364746,0.9803952574729919,0.3240535855293274,0.2983241379261017
11,1.198518991470337,0.42681950330734253,0.45883336663246155,0.9091078042984009,0.3200051784515381,0.3192867040634155
12,1.1095504760742188,0.4254324734210968,0.4517596364021301,0.8232157826423645,0.31997454166412354,0.3060014247894287
13,1.0517759323120117,0.42550909519195557,0.4552065432071686,0.7701964378356934,0.32063576579093933,0.30271071195602417
14,1.0000413656234741,0.4239030182361603,0.45054927468299866,0.7266396880149841,0.3206797242164612,0.29939720034599304
15,0.9640564918518066,0.4268999695777893,0.4459463357925415,0.6923935413360596,0.32078155875205994,0.2949245870113373
16,0.9352737665176392,0.4232310354709625,0.4453461170196533,0.6832590103149414,0.3184086084365845,0.3069407641887665
17,0.9222120046615601,0.4228457510471344,0.4473860561847687,0.6595213413238525,0.317920982837677,0.29377689957618713
18,0.9107749462127686,0.42220818996429443,0.4460126757621765,0.6623885631561279,0.3174819052219391,0.30433616042137146
19,0.9055947661399841,0.42272183299064636,0.4445994198322296,0.6563266515731812,0.3212084472179413,0.2989083230495453
20,0.9043240547180176,0.4240288734436035,0.44456160068511963,0.6445860862731934,0.318398118019104,0.2916923463344574
21,0.9009019136428833,0.42185789346694946,0.4455582797527313,0.6492924690246582,0.3167957663536072,0.2987431585788727
22,0.8978172540664673,0.42174503207206726,0.4436287581920624,0.6401025652885437,0.31566065549850464,0.29279789328575134
23,0.8969560861587524,0.42136508226394653,0.4438989758491516,0.6423673629760742,0.3223760724067688,0.2880883514881134
24,0.9030666947364807,0.42406484484672546,0.4475240111351013,0.6387501955032349,0.31636562943458557,0.29155290126800537
25,0.8977718949317932,0.42045503854751587,0.44624027609825134,0.6470831036567688,0.31570520997047424,0.29798421263694763
26,0.8962465524673462,0.42035216093063354,0.44457998871803284,0.6376602053642273,0.3155987560749054,0.2917524576187134
27,0.8946933746337891,0.4201468825340271,0.4441971778869629,0.6642879247665405,0.3150692880153656,0.31821104884147644
28,0.8985525369644165,0.4209784269332886,0.4470583498477936,0.6501390337944031,0.31534329056739807,0.30340033769607544
29,0.8938964009284973,0.4204294979572296,0.4433768689632416,0.6396037340164185,0.3177061975002289,0.2909281253814697
30,0.8904813528060913,0.4204324185848236,0.4408518970012665,0.6382326483726501,0.31440651416778564,0.2952044606208801
31,0.8922135233879089,0.4207496643066406,0.442738801240921,0.6419825553894043,0.3179238438606262,0.295086145401001
